Study	Study_accession	Sample_type	Sample_group	Secondary_sample_accession	Run_accession	Sample_alias	Host	Common_name	Species	Subspeices	Kind	Habitat	Diet	Country	Other_sample_codes	Age_BP	avg_gc	avg_rl	No_reads_no_human
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572992	SRR17523938	Kisembo.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	251.117753938821	40177
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572749	SRR17523838	Kityo.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.795667595642	47364
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573648	SRR17524583	LA1.O	Mangabey	Sooty Mangabey	Cercocebus atys	NA	Cercopithecoid	Captive	Omnivore	USA	NA	7	51	252.388663362638	40153
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573646	SRR17524585	Lascaux.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.315850144092	52050
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572772	SRR17523817	Lee.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	50	252.294732618533	44861
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572773	SRR17523815	Leo.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	252.093530184741	64685
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573710	SRR17524521	Lizzie.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	252.075718888686	65796
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573023	SRR17523908	Logan.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	52	251.866007952765	74691
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573735	SRR17524496	Louise.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.678234540585	42935
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573268	SRR17524094	Maisko.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	53	250.446246413771	50192
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573715	SRR17524516	Marjorine.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	52	251.79956864122	59811
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573737	SRR17523844	Marsu.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	55	252.058917002811	65448
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572765	SRR17523824	Mary.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	251.931147881473	57776
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573059	SRR17523871	Mawa.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.527044793808	54003
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573728	SRR17524502	Max.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	50	252.123675138642	46703
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573026	SRR17523905	Megan.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.931154239019	24475
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573639	SRR17524591	Meyers.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.551248057054	21874
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573628	SRR17524603	Micka.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.458082303686	39172
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572758	SRR17523831	Mickey.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	252.156285131762	52481
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573519	SRR17524281	Mika.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	251.224241056314	44305
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573040	SRR17523891	Nagoti.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	251.035783273089	52287
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573694	SRR17524538	Naku.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	53	251.404231447347	62390
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573495	SRR17524305	Namukisa.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	251.160962594284	38978
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573537	SRR17524695	Nani.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	53	250.649617919379	49466
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572766	SRR17523823	Natalie.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	52	251.954993065995	85809
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573507	SRR17524294	Natasha.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	53	250.342770492651	58033
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573673	SRR17524558	Ndyakira.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.756816725014	40562
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573030	SRR17523902	Nicole.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	50	252.340462261437	52135
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573439	SRR17524363	Nkuumwa.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.614744501129	47828
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573048	SRR17523882	Okech.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	53	250.828057939914	44736
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573642	SRR17524589	Omby.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.441034856129	43407
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573641	SRR17524592	Pamella.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.507273342355	35472
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573414	SRR17524389	Pasa.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	251.120069605568	27584
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573285	SRR17524077	Peace.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	51	250.996553134311	51351
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573035	SRR17523896	Penny.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	251.818999189329	67845
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573644	SRR17524587	Petunia.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.437087092755	26489
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573631	SRR17524599	Quincy.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	45	250.370481927711	332
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573275	SRR17524088	Rambo1.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	53	250.790845668887	50599
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572776	SRR17523812	Rambo2.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.895982900026	43041
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572769	SRR17523820	Ramona.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	52	251.740884206915	69961
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573637	SRR17524594	Rija.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	53	252.270175709398	38871
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573723	SRR17524507	Ringo.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	50	252.241602828521	42425
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573450	SRR17524354	Robbie.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.721612606951	41374
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573635	SRR17524595	Rose.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	45	248.296296296296	216
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573426	SRR17524378	Rutoto.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.854643295465	31777
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573015	SRR17523915	Sally.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.556060223736	47556
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573695	SRR17524534	Saman15.RO	Samango Monkey	Syke's monkey	Cercopithecus albogularis	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	52	251.883807478604	95927
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573693	SRR17524537	SamL516.RO	Samango Monkey	Syke's monkey	Cercopithecus albogularis	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	53	250.961265931678	44173
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573630	SRR17524601	Savannah.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.34917559686	49551
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572873	SRR17524055	Sherlock.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	53	252.133217612083	77197
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573003	SRR17523926	Sophie.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.668145415489	42829
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573711	SRR17524518	Spencer.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	252.242240892275	54871
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573034	SRR17523897	Spock.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	52	251.71777448526	58719
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573033	SRR17523898	Starbuck.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	52	251.923432499704	16874
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572978	SRR17523953	Sunday.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	250.842758414104	46737
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573221	SRR17524141	Surprise.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	53	250.413390356685	46063
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573649	SRR17524582	SZ.O	Mangabey	Sooty Mangabey	Cercocebus atys	NA	Cercopithecoid	Captive	Omnivore	USA	NA	7	50	252.701730876605	44775
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573632	SRR17524600	Tabitha.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	51	251.996775269654	17986
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573729	SRR17524503	Ted.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	52	251.958510136728	10605
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573629	SRR17524602	Titan.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	45	247.268482490272	257
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573479	SRR17524323	Tumbo.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	53	250.687619233968	40886
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573131	SRR17524233	UMNYT.RO	Gibbon	Eastern Hoolock Gibbon	Hoolock leuconedys	NA	Hominoid	Captive	Omnivore	USA	NA	7	53	251.911877618175	85699
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573719	SRR17524512	Umugenzi.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	251.237818149514	45026
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573296	SRR17524065	Umutama.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	51	251.139426472666	56632
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573730	SRR17524501	Vanilla.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	51	252.535592422638	42495
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572872	SRR17524056	Vary.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	53	246.404761904762	84
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573736	SRR17524495	Velo.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	53	251.626838272377	49571
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572815	SRR17524258	VerL616.RO	Vervet Monkey	Vervet	Chlorocebus p. pygerythrus	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	41	260.70641119648	31367
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573558	SRR17524675	Verv16.RO	Vervet Monkey	Vervet	Chlorocebus p. pygerythrus	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	53	249.464854028317	15962
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573559	SRR17524674	Verv162.EO	Vervet Monkey	Vervet	Chlorocebus p. pygerythrus	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	52	251.758813738841	33045
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573319	SRR17524480	Verv216.RO	Vervet Monkey	Vervet	Chlorocebus p. pygerythrus	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	52	249.042909297805	21091
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573108	SRR17524257	Verv716.RO	Vervet Monkey	Vervet	Chlorocebus p. pygerythrus	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	53	251.132703760982	30391
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573104	SRR17524266	Verv815.RO	Vervet Monkey	Vervet	Chlorocebus p. pygerythrus	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	53	251.054614412137	39550
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573105	SRR17524261	Verv915.RO	Vervet Monkey	Vervet	Chlorocebus p. pygerythrus	NA	Cercopithecoid	Wild	Folivore	South Africa	NA	7	54	251.928945966408	35663
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573036	SRR17523895	Weasly.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	252.064743834089	70833
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573734	SRR17524497	William.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	54	251.50185441997	62014
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573721	SRR17524510	Winnie.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	252.185590652215	73258
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573032	SRR17523899	Wolf.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	50	252.196564358441	54313
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573647	SRR17524584	Xavier.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.279321804288	47243
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11572787	SRR17523801	Yoyo.O	Chimpanzee	Eastern Chimpanzee	Pan troglodytes	P. t. schweinfurthii	Hominoid	Semi-captive	Omnivore	Uganda	NA	7	52	251.098348086708	43041
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573724	SRR17524509	Zach.O	Titi Monkey	Coppery titi	Plecturocebus cupreus	NA	Platyrrhini	Captive	Frugivore	USA	NA	7	51	252.065275528268	53098
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRS11573645	SRR17524586	Zena.O	Sifaka	Verreaux's sifaka	Propithecus verreauxi	NA	Strepsirrhini	Wild	Folivore	Madagascar	NA	7	52	252.310606297001	32047
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545903	ERR4172564	Gb1-reg	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		55	93.041138279862	9796958
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545903	ERR4172565	Gb1-reg	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		55	93.041138279862	9796958
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545903	ERR4172752	Gb1-reg	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		55	93.041138279862	9796958
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545903	ERR4172754	Gb1-reg	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		55	93.041138279862	9796958
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545904	ERR4172756	Gb1-uv	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		56	93.6088814529252	13066826
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545904	ERR4172758	Gb1-uv	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		56	93.6088814529252	13066826
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545904	ERR4172761	Gb1-uv	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		56	93.6088814529252	13066826
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545904	ERR4172763	Gb1-uv	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		56	93.6088814529252	13066826
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545905	ERR4172766	Gb1-wash	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		56	88.5026330611355	40093638
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545905	ERR4172783	Gb1-wash	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		56	88.5026330611355	40093638
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545905	ERR4172788	Gb1-wash	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei beringei	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		56	88.5026330611355	40093638
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545905	ERR4173082	Gb1-wash	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		56	88.5026330611355	40093638
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545906	ERR4172789	Gb2-reg	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		49	93.4722988978362	8142528
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545906	ERR4172797	Gb2-reg	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		49	93.4722988978362	8142528
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545906	ERR4172799	Gb2-reg	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		49	93.4722988978362	8142528
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545906	ERR4172800	Gb2-reg	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		49	93.4722988978362	8142528
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545907	ERR4172802	Gb2-uv	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		47	84.298813108486	11862331
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545907	ERR4172804	Gb2-uv	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		47	84.298813108486	11862331
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545907	ERR4172806	Gb2-uv	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		47	84.298813108486	11862331
Brealey2020	PRJEB33363	calculus	non_human_primate	ERS4545907	ERR4172808	Gb2-uv	Gorilla	Gorilla	Gorilla beringei	Gorilla beringei graueri	Hominoid	Wild	Folivore	Democratic Republic of the Congo	NA		47	84.298813108486	11862331
