accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_001557225.1	0	82.77	0	475	o__Lactobacillales (UID544)	267	0	1600433	89.3601922064377	85	771164	43.0579494815998	1790991	RS_GCF_000212815.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_C	not type material	none	f	5	5	302868	302868	5123	1	2895	NZ_LSJN01000022.1	5123	1	109	NZ_LSJN01000022.1	2895	5317	0	99.827	AFFO01000020.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK49	21070	21070	f	f	t	136004	136004	Contig	ASM155722v1	na	PRJNA224116	SAMN04299464	85	136004	USA: Ohio	2016-02-10	GCA_001557225.1	none	full	none	hospital shower hose biofilm	40.107208420793235 N 82.18359231948853 W	0	0	Streptococcus sp. CCH8-C6	1800	na	3	none	none	none	none	none	2016/02/10	0	1768777	1	CCH8-C6	U.S. Environmental Protection Agency	1768777	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__unclassified Streptococcus;s__Streptococcus sp. CCH8-C6	0	1790991	11	27	none	1790991	0	LSJN00000000.1	1766	85	5123	1	1544	2846	0	99.935	3323740	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1544	NZ_LSJN01000022.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	14	27	0
RS_GCF_003942375.1	66	100	0.56	475	o__Lactobacillales (UID544)	267	0	2093339	89.5646102088832	37	1009778	43.2051029170712	2337239	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	5	5	293543	293543	156536	1	2414	NZ_RJMS01000005.1	156536	3	109	NZ_RJMS01000005.1	2414	4436	0	99.793	AB168126.1.2901	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	63168	63168	t	f	f	156536	156536	Contig	ASM394237v1	na	PRJNA224116	SAMN09631772	37	156536	none	2018-12-12	GCA_003942375.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	8	none	none	none	none	none	2018/12/12	0	1305	4	BCC18	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2337239	11	47	none	2337239	0	RJMS00000000.1	2246	37	156536	2	none	none	none	none	none	none	1544	NZ_RJMS01000005.1	1544	2843	0	99.87	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	19	47	0
RS_GCF_003942415.1	85	100	0	475	o__Lactobacillales (UID544)	267	0	2107640	89.1902654286794	83	1021059	43.2103201103006	2363083	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	14	14	165785	165785	4939	2	2895	NZ_RJMX01000065.1	27712	3	109	NZ_RJMX01000032.1	2895	5299	0	99.62	CP000387.18190.21087	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	28470	28470	t	f	f	49172	49172	Contig	ASM394241v1	na	PRJNA224116	SAMN09631767	83	49172	none	2018-12-12	GCA_003942415.1	none	full	none	none	none	0	1	Streptococcus sanguinis	none	na	12	none	none	none	none	none	2018/12/12	0	1305	5	BCC64	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2363083	11	49	none	2363083	0	RJMX00000000.1	2335	83	4939	1	none	none	none	none	none	none	1454	NZ_RJMX01000065.1	1338	2464	0	99.851	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	49	0
RS_GCF_000194965.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2094025	89.1538067880404	12	1009265	43.230523958585	2348778	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	1	937631	2340881	4900	1	2896	NZ_GL878515.1	929	1	109	NZ_GL878517.1	2896	5349	0	100	AFBA01000011.1963.4861	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1057	194551	469755	t	f	f	349552	2340881	Scaffold	ASM19496v1	na	PRJNA224116	SAMN00253315	12	349552	none	2011-04-07	GCA_000194965.1	none	full	none	blood	none	0	0	Streptococcus sanguinis SK1057	2301	na	3	5	1	2340881	2340881	2340881	2011/04/07	7	1305	1	SK1057;CCUG 59330	Baylor College of Medicine	888821	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK1057	14166	2348778	11	49	none	2334612	0	AFBA00000000.1	2254	5	4900	1	none	none	none	none	none	none	1544	NZ_GL878515.1	1544	2819	0	99.611	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	14166	20	49	0
RS_GCF_000204475.1	0	100	0.37	475	o__Lactobacillales (UID544)	267	0	2058491	88.9188910165394	28	995585	43.1451446896567	2315021	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	5	1	432568	2307240	5101	1	2896	NZ_GL883610.1	5101	1	109	NZ_GL883610.1	2896	5349	0	100	AFDP01000026.1971.4869	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1087	82411	330717	t	f	f	137388	2307240	Scaffold	ASM20447v1	na	PRJNA224116	SAMN00253322	28	137388	none	2011-04-18	GCA_000204475.1	none	full	none	blood	none	0	0	Streptococcus sanguinis SK1087	2283	na	3	7	1	2307240	2307240	2307240	2011/04/18	21	1305	1	SK1087;CCUG 59333	Baylor College of Medicine	888824	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK1087	7496	2315021	11	45	none	2307525	0	AFDP00000000.1	2236	7	5101	1	none	none	none	none	none	none	1544	NZ_GL883610.1	1544	2813	0	99.547	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	7496	18	45	0
RS_GCF_001588875.1	0	100	0.22	475	o__Lactobacillales (UID544)	267	0	2066347	89.3489389541357	63	998072	43.1566790088171	2312671	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	2	975846	975846	5124	3	2896	NZ_LAWE01000009.1	5124	1	109	NZ_LAWE01000009.1	2896	5349	0	100	LS483385.1758024.1760922	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	36709	36709	t	f	f	389092	389092	Contig	ASM158887v1	na	PRJNA224116	SAMN03480635	63	389092	United Kingdom	2016-03-11	GCA_001588875.1	none	full	none	Subacute bacterial endocarditis	55 N 1.6 W	0	0	Streptococcus sanguinis	2278	na	5	none	none	none	none	none	2016/03/11	0	1305	2	FSS4	University of Malaya	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2312671	11	49	none	2312671	0	LAWE00000000.1	2243	63	5124	2	1544	2846	0	99.935	3323740	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1544	NZ_LAWE01000009.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	49	0
RS_GCF_003942295.1	94	100	0	475	o__Lactobacillales (UID544)	267	0	2056385	89.4172573434741	27	997619	43.3809822196151	2299763	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	5	5	343206	343206	5127	1	2896	NZ_RJMO01000021.1	133127	4	109	NZ_RJMO01000007.1	2896	5321	0	99.827	LAWG01000012.1992.4889	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	85176	85176	t	f	f	187082	187082	Contig	ASM394229v1	na	PRJNA224116	SAMN09631776	27	187082	none	2018-12-12	GCA_003942295.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	6	none	none	none	none	none	2018/12/12	0	1305	1	BCC25	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2299763	11	52	none	2299763	0	RJMO00000000.1	2200	27	5127	1	none	none	none	none	none	none	1544	NZ_RJMO01000021.1	1544	2846	0	99.935	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	52	0
RS_GCF_003944415.1	24	100	0	475	o__Lactobacillales (UID544)	267	0	2091606	89.4482500848892	17	1012027	43.280126997269	2338342	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	2	996068	996068	5072	1	2896	NZ_RJMH01000010.1	383434	2	109	NZ_RJMH01000003.1	2895	5308	0	99.724	LS483346.2303996.2306894	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	137549	137549	t	f	f	387896	387896	Contig	ASM394441v1	na	PRJNA224116	SAMN09631783	17	387896	none	2018-12-12	GCA_003944415.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	8	none	none	none	none	none	2018/12/12	0	1305	5	BCA3	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2338342	11	53	none	2338342	0	RJMH00000000.1	2231	17	5072	1	none	none	none	none	none	none	1544	NZ_RJMH01000010.1	1544	2841	0	99.87	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	53	0
RS_GCF_000192185.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2111838	88.881696625856	19	1022636	43.2969376941488	2376010	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	3	1	638179	2366884	5101	1	2895	NZ_GL872377.1	5101	1	109	NZ_GL872377.1	2894	5345	0	100	AEXV01000017.233.3130	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK72	124311	396001	f	f	t	349201	2366884	Scaffold	ASM19218v1	na	PRJNA224116	SAMN00253313	19	349201	none	2011-03-16	GCA_000192185.1	none	full	none	oral cavity	none	0	0	Streptococcus sanguinis SK72	2329	na	3	6	1	2366884	2366884	2366884	2011/03/16	13	1305	1	CCUG 27744;SK72	Baylor College of Medicine	888809	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK72	14097	2376010	11	34	none	2361913	0	AEXV00000000.1	2287	6	5101	1	none	none	none	none	none	none	1544	NZ_GL872377.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	14097	17	35	0
RS_GCF_000195025.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2155515	89.2303762842172	20	1036608	42.9518098997233	2415674	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	1	657599	1600633	5099	1	2896	NZ_GL878553.1	5099	1	109	NZ_GL878553.1	2895	5347	0	100	AFBD01000017.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK330	120671	219606	t	f	f	553243	1600633	Scaffold	ASM19502v1	na	PRJNA224116	SAMN00253320	20	553243	none	2011-04-06	GCA_000195025.1	none	full	none	oral cavity	none	0	0	Streptococcus sanguinis SK330	2362	na	3	11	1	1600633	431628	154045	2011/04/06	9	1305	1	SK330;CCUG 59322	Baylor College of Medicine	888813	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK330	2253	2415674	11	47	none	2413421	0	AFBD00000000.1	2316	11	5099	1	none	none	none	none	none	none	1544	NZ_GL878553.1	1544	2780	0	99.158	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	2253	19	47	0
RS_GCF_000220315.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2163792	89.0688365767276	34	1041286	42.8983226460295	2429348	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	6	1	244475	1436396	5115	1	2896	NZ_GL982557.1	5115	1	96	NZ_GL982557.1	2895	5347	0	100	LS483346.2303996.2306894	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	71392	242934	f	f	t	145761	1436396	Scaffold	ASM22031v1	na	PRJNA224116	SAMN00262642	34	145761	none	2011-07-08	GCA_000220315.1	none	full	none	oral; upper respiratory tract	none	0	0	Streptococcus sanguinis ATCC 29667	2374	na	3	10	1	1436396	418238	410513	2011/07/08	24	1305	1	ATCC 29667	Baylor College of Medicine	997356	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis ATCC 29667	2013	2429348	11	35	none	2427335	0	AFQA00000000.1	2325	10	5115	1	1544	2852	0	100	3323740	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1544	NZ_GL982557.1	1544	2852	0	100	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	2013	17	35	0
RS_GCF_003944125.1	30	100	0	475	o__Lactobacillales (UID544)	267	0	2057627	89.3111077062373	24	988651	42.9128630813458	2303887	RS_GCF_000212815.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_C	not type material	none	f	3	3	700639	700639	186389	1	2896	NZ_RJOV01000005.1	317518	4	109	NZ_RJOV01000002.1	2896	5345	0	99.965	AFFO01000020.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK49	95995	95995	t	f	f	236319	236319	Contig	ASM394412v1	na	PRJNA224116	SAMN09631712	24	236319	none	2018-12-12	GCA_003944125.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	6	none	none	none	none	none	2018/12/12	0	1305	1	BCA9	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2303887	11	52	none	2303887	0	RJOV00000000.1	2254	24	186389	1	none	none	none	none	none	none	1438	NZ_RJOV01000005.1	1387	2556	0	99.928	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	52	0
RS_GCF_000191125.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2052987	89.3100073084151	10	990418	43.2749979136272	2298720	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	1	711156	2292377	5098	1	2896	NZ_GL872320.1	5098	1	109	NZ_GL872320.1	2896	5349	0	100	LS483385.1758024.1760922	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	228866	574680	f	f	t	635175	2292377	Scaffold	ASM19112v1	na	PRJNA224116	SAMN00253312	10	635175	none	2011-03-04	GCA_000191125.1	none	full	none	blood	none	0	0	Streptococcus sanguinis SK678	2224	na	3	4	1	2292377	2292377	2292377	2011/03/04	6	1305	1	CCUG 59328;SK678	Baylor College of Medicine	888819	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK678	10059	2298720	11	35	none	2288661	0	AEXA00000000.1	2186	4	5098	1	none	none	none	none	none	none	1544	NZ_GL872320.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	10059	17	35	0
RS_GCF_000212815.1	0	99.63	0	475	o__Lactobacillales (UID544)	267	0	2017151	88.4946679044171	21	970807	42.9545034206723	2279404	RS_GCF_000212815.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_C	not type material	none	f	4	1	468288	1587415	5132	1	2896	NZ_GL890987.1	5132	1	109	NZ_GL890987.1	2895	5347	0	100	AFFO01000020.233.3131	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK49	107622	455880	t	f	f	145325	1587415	Scaffold	ASM21281v1	na	PRJNA224116	SAMN00253323	21	145325	none	2011-05-11	GCA_000212815.1	none	full	none	oral cavity	none	0	0	Streptococcus sanguinis SK49	2248	na	3	5	1	1587415	677654	677654	2011/05/11	16	1305	1	CCUG 59319;SK49	Baylor College of Medicine	888808	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK49	19322	2279404	11	47	none	2260082	0	AFFO00000000.1	2218	5	5132	1	none	none	none	none	none	none	1544	NZ_GL890987.1	1544	2835	0	99.806	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	19322	19	47	0
RS_GCF_003944465.1	99	100	1.22	475	o__Lactobacillales (UID544)	267	50	2116585	89.4509962196691	76	1020218	43.118199768733	2366195	RS_GCF_003943655.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_F	not type material	none	f	2	2	858556	858556	4945	1	2895	NZ_RJMK01000013.1	100068	2	109	NZ_RJMK01000004.1	2895	5236	0	99.136	AEXV01000017.233.3130	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK72	31134	31134	t	f	f	728368	728368	Contig	ASM394446v1	na	PRJNA224116	SAMN09631780	76	728368	none	2018-12-12	GCA_003944465.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	8	none	none	none	none	none	2018/12/12	0	1305	5	KLC04	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2366195	11	45	none	2366195	0	RJMK00000000.1	2305	76	4945	2	none	none	none	none	none	none	1544	NZ_RJMK01000013.1	1544	2839	0	99.806	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	45	0
GB_GCA_015265015.1	0	79.07	2.78	475	o__Lactobacillales (UID544)	267	87.5	1685180	90.5724913696591	429	815835	43.8482586409558	1860587	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	101	101	26887	26887	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4337	4337	f	f	t	5693	5693	Contig	ASM1526501v1	na	PRJNA624185	SAMN14571056	429	5693	none	2020-11-06	GCA_015265015.1	derived from metagenome	full	JCVI_49_bin.6	none	none	0	0	Streptococcus sanguinis	none	na	0	none	none	none	none	none	2020/11/06	0	1305	0	JCVI_49_bin.6	J. Craig Venter Institute	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	1860587	11	9	none	1860587	0	JABZYT000000000.1	2105	429	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	8	9	0
